職業類別,產業,1年以下,1~3年,3~5年,5~7年,7年以上,主職業類別,細職業名稱
核保／保險內勤人員,金融投顧╱保險相關,30000,33000,36000,39000,42000,金融保險_財會_稽核,核保／保險內勤人員
核保／保險內勤人員,運輸物流╱倉儲╱貿易,35000,38500,42000,45500,49000,金融保險_財會_稽核,核保／保險內勤人員
核保／保險內勤人員,醫療照護╱環境衛生,89000,97900,106800,115700,124600,金融保險_財會_稽核,核保／保險內勤人員
核保／保險內勤人員,農林漁牧╱水電資源,38000,41800,45600,49400,53200,金融保險_財會_稽核,核保／保險內勤人員
核保／保險內勤人員,一般服務業,30000,33000,36000,39000,42000,金融保險_財會_稽核,核保／保險內勤人員
核保／保險內勤人員,旅遊╱休閒╱運動,28000,30800,33600,36400,39200,金融保險_財會_稽核,核保／保險內勤人員
核保／保險內勤人員,餐飲╱住宿服務,37000,40700,44400,48100,51800,金融保險_財會_稽核,核保／保險內勤人員
理賠人員,一般傳統製造,30000,33000,36000,39000,42000,金融保險_財會_稽核,理賠人員
理賠人員,金融投顧╱保險相關,35000,38500,42000,45500,49000,金融保險_財會_稽核,理賠人員
理賠人員,法律╱會計╱顧問╱研發╱設計,46700,51400,56100,60800,65400,金融保險_財會_稽核,理賠人員
理賠人員,運輸物流╱倉儲╱貿易,371000,408100,445200,482300,519400,金融保險_財會_稽核,理賠人員
理賠人員,一般服務業,35000,38500,42000,45500,49000,金融保險_財會_稽核,理賠人員
理賠人員,批發╱零售,31000,34100,37200,40300,43400,金融保險_財會_稽核,理賠人員
稅務人員,電子科技╱資訊╱軟體╱半導體,35000,38500,42000,45500,49000,金融保險_財會_稽核,稅務人員
稅務人員,一般傳統製造,32500,35800,39000,42300,45500,金融保險_財會_稽核,稅務人員
稅務人員,政治╱宗教╱社福,35000,38500,41900,45400,48900,金融保險_財會_稽核,稅務人員
稅務人員,金融投顧╱保險相關,36300,40000,43600,47200,50900,金融保險_財會_稽核,稅務人員
稅務人員,法律╱會計╱顧問╱研發╱設計,31100,34200,37400,40500,43600,金融保險_財會_稽核,稅務人員
稅務人員,運輸物流╱倉儲╱貿易,35000,38500,42000,45500,49000,金融保險_財會_稽核,稅務人員
稅務人員,建築營造╱不動產相關,35500,39100,42600,46200,49700,金融保險_財會_稽核,稅務人員
稅務人員,醫療照護╱環境衛生,38000,41800,45600,49400,53200,金融保險_財會_稽核,稅務人員
稅務人員,一般服務業,27500,30300,33000,35800,38500,金融保險_財會_稽核,稅務人員
稅務人員,旅遊╱休閒╱運動,36000,39600,43200,46800,50400,金融保險_財會_稽核,稅務人員
稅務人員,餐飲╱住宿服務,32000,35200,38400,41600,44800,金融保險_財會_稽核,稅務人員
稅務人員,批發╱零售,39000,42900,46800,50700,54600,金融保險_財會_稽核,稅務人員
稽核主管,電子科技╱資訊╱軟體╱半導體,53500,58900,64200,69600,74900,金融保險_財會_稽核,稽核主管
稽核主管,一般傳統製造,55000,60500,66000,71500,77000,金融保險_財會_稽核,稽核主管
稽核主管,金融投顧╱保險相關,52000,57200,62400,67600,72800,金融保險_財會_稽核,稽核主管
稽核主管,法律╱會計╱顧問╱研發╱設計,36000,39600,43200,46800,50400,金融保險_財會_稽核,稽核主管
稽核主管,運輸物流╱倉儲╱貿易,50500,55600,60600,65700,70700,金融保險_財會_稽核,稽核主管
稽核主管,建築營造╱不動產相關,60000,66000,72000,78000,84000,金融保險_財會_稽核,稽核主管
稽核主管,醫療照護╱環境衛生,60000,66000,72000,78000,84000,金融保險_財會_稽核,稽核主管
稽核主管,農林漁牧╱水電資源,36000,39600,43200,46800,50400,金融保險_財會_稽核,稽核主管
稽核主管,一般服務業,43500,47900,52200,56600,60900,金融保險_財會_稽核,稽核主管
稽核主管,旅遊╱休閒╱運動,60000,66000,72000,78000,84000,金融保險_財會_稽核,稽核主管
稽核主管,餐飲╱住宿服務,33000,36300,39600,42900,46200,金融保險_財會_稽核,稽核主管
稽核主管,大眾傳播相關,60000,66000,72000,78000,84000,金融保險_財會_稽核,稽核主管
稽核主管,教育╱出版╱藝文相關,65000,71500,78000,84500,91000,金融保險_財會_稽核,稽核主管
稽核主管,批發╱零售,59500,65500,71400,77400,83300,金融保險_財會_稽核,稽核主管
稽核人員,電子科技╱資訊╱軟體╱半導體,39000,42900,46800,50700,54600,金融保險_財會_稽核,稽核人員
稽核人員,一般傳統製造,40000,44000,48000,52000,56000,金融保險_財會_稽核,稽核人員
稽核人員,政治╱宗教╱社福,35000,38500,42000,45500,49000,金融保險_財會_稽核,稽核人員
稽核人員,金融投顧╱保險相關,35500,39100,42600,46200,49700,金融保險_財會_稽核,稽核人員
稽核人員,法律╱會計╱顧問╱研發╱設計,34100,37600,41000,44400,47800,金融保險_財會_稽核,稽核人員
稽核人員,運輸物流╱倉儲╱貿易,34000,37400,40800,44200,47600,金融保險_財會_稽核,稽核人員
稽核人員,建築營造╱不動產相關,44000,48400,52800,57200,61600,金融保險_財會_稽核,稽核人員
稽核人員,醫療照護╱環境衛生,33000,36300,39600,42900,46200,金融保險_財會_稽核,稽核人員
稽核人員,農林漁牧╱水電資源,33000,36300,39600,42900,46200,金融保險_財會_稽核,稽核人員
稽核人員,一般服務業,32000,35200,38400,41600,44800,金融保險_財會_稽核,稽核人員
稽核人員,旅遊╱休閒╱運動,33000,36300,39600,42900,46200,金融保險_財會_稽核,稽核人員
稽核人員,餐飲╱住宿服務,33000,36300,39600,42900,46200,金融保險_財會_稽核,稽核人員
稽核人員,大眾傳播相關,34500,38000,41400,44900,48300,金融保險_財會_稽核,稽核人員
稽核人員,教育╱出版╱藝文相關,45000,49500,54000,58500,63000,金融保險_財會_稽核,稽核人員
稽核人員,批發╱零售,41000,45100,49200,53300,57400,金融保險_財會_稽核,稽核人員
統計精算人員,電子科技╱資訊╱軟體╱半導體,58500,64400,70200,76100,81900,金融保險_財會_稽核,統計精算人員
統計精算人員,一般傳統製造,50000,55000,60000,65000,70000,金融保險_財會_稽核,統計精算人員
統計精算人員,政治╱宗教╱社福,34900,38400,41900,45400,48900,金融保險_財會_稽核,統計精算人員
統計精算人員,金融投顧╱保險相關,42000,46200,50400,54600,58800,金融保險_財會_稽核,統計精算人員
統計精算人員,法律╱會計╱顧問╱研發╱設計,44500,49000,53400,57900,62300,金融保險_財會_稽核,統計精算人員
統計精算人員,建築營造╱不動產相關,45000,49500,54000,58500,63000,金融保險_財會_稽核,統計精算人員
統計精算人員,一般服務業,37000,40700,44400,48100,51800,金融保險_財會_稽核,統計精算人員
統計精算人員,批發╱零售,215500,237100,258600,280200,301700,金融保險_財會_稽核,統計精算人員
股票事務人員,電子科技╱資訊╱軟體╱半導體,44200,48700,53100,57500,61900,金融保險_財會_稽核,股票事務人員
股票事務人員,一般傳統製造,35500,39100,42600,46200,49700,金融保險_財會_稽核,股票事務人員
股票事務人員,政治╱宗教╱社福,36000,39600,43200,46800,50400,金融保險_財會_稽核,股票事務人員
股票事務人員,金融投顧╱保險相關,32000,35200,38400,41600,44800,金融保險_財會_稽核,股票事務人員
股票事務人員,法律╱會計╱顧問╱研發╱設計,31000,34100,37200,40300,43400,金融保險_財會_稽核,股票事務人員
股票事務人員,運輸物流╱倉儲╱貿易,34000,37400,40800,44200,47600,金融保險_財會_稽核,股票事務人員
股票事務人員,建築營造╱不動產相關,33500,36900,40200,43600,46900,金融保險_財會_稽核,股票事務人員
股票事務人員,醫療照護╱環境衛生,29100,32100,35000,37900,40800,金融保險_財會_稽核,股票事務人員
股票事務人員,農林漁牧╱水電資源,35000,38500,42000,45500,49000,金融保險_財會_稽核,股票事務人員
股票事務人員,一般服務業,34000,37400,40800,44200,47600,金融保險_財會_稽核,股票事務人員
股票事務人員,旅遊╱休閒╱運動,32000,35200,38400,41600,44800,金融保險_財會_稽核,股票事務人員
股票事務人員,餐飲╱住宿服務,31000,34100,37200,40300,43400,金融保險_財會_稽核,股票事務人員
股票事務人員,大眾傳播相關,35000,38500,42000,45500,49000,金融保險_財會_稽核,股票事務人員
股票事務人員,教育╱出版╱藝文相關,32000,35200,38400,41600,44800,金融保險_財會_稽核,股票事務人員
股票事務人員,批發╱零售,30000,33000,36000,39000,42000,金融保險_財會_稽核,股票事務人員
財務人員,電子科技╱資訊╱軟體╱半導體,38000,41800,45600,49400,53200,金融保險_財會_稽核,財務人員
財務人員,一般傳統製造,34000,37400,40800,44200,47600,金融保險_財會_稽核,財務人員
財務人員,礦業╱土石能源採取,35000,38500,42000,45500,49000,金融保險_財會_稽核,財務人員
財務人員,政治╱宗教╱社福,33900,37300,40700,44100,47500,金融保險_財會_稽核,財務人員
財務人員,金融投顧╱保險相關,37000,40700,44400,48100,51800,金融保險_財會_稽核,財務人員
財務人員,法律╱會計╱顧問╱研發╱設計,33000,36300,39600,42900,46200,金融保險_財會_稽核,財務人員
財務人員,運輸物流╱倉儲╱貿易,35000,38500,42000,45500,49000,金融保險_財會_稽核,財務人員
財務人員,建築營造╱不動產相關,35000,38500,42000,45500,49000,金融保險_財會_稽核,財務人員
財務人員,醫療照護╱環境衛生,34000,37400,40800,44200,47600,金融保險_財會_稽核,財務人員
財務人員,農林漁牧╱水電資源,35500,39100,42600,46200,49700,金融保險_財會_稽核,財務人員
財務人員,一般服務業,34000,37400,40800,44200,47600,金融保險_財會_稽核,財務人員
財務人員,旅遊╱休閒╱運動,33000,36300,39600,42900,46200,金融保險_財會_稽核,財務人員
財務人員,餐飲╱住宿服務,34000,37400,40800,44200,47600,金融保險_財會_稽核,財務人員
財務人員,大眾傳播相關,36700,40400,44000,47700,51400,金融保險_財會_稽核,財務人員
財務人員,教育╱出版╱藝文相關,35500,39100,42600,46200,49700,金融保險_財會_稽核,財務人員
財務人員,批發╱零售,35000,38500,42000,45500,49000,金融保險_財會_稽核,財務人員
財務分析人員,電子科技╱資訊╱軟體╱半導體,50000,55000,60000,65000,70000,金融保險_財會_稽核,財務分析人員
財務分析人員,一般傳統製造,41200,45300,49400,53600,57700,金融保險_財會_稽核,財務分析人員
財務分析人員,政治╱宗教╱社福,38000,41800,45600,49400,53200,金融保險_財會_稽核,財務分析人員
財務分析人員,金融投顧╱保險相關,49000,53900,58800,63700,68600,金融保險_財會_稽核,財務分析人員
財務分析人員,法律╱會計╱顧問╱研發╱設計,38000,41800,45600,49400,53200,金融保險_財會_稽核,財務分析人員
財務分析人員,運輸物流╱倉儲╱貿易,36000,39600,43200,46800,50400,金融保險_財會_稽核,財務分析人員
財務分析人員,建築營造╱不動產相關,46500,51200,55800,60500,65100,金融保險_財會_稽核,財務分析人員
財務分析人員,醫療照護╱環境衛生,33000,36300,39600,42900,46200,金融保險_財會_稽核,財務分析人員
財務分析人員,農林漁牧╱水電資源,42300,46500,50700,55000,59200,金融保險_財會_稽核,財務分析人員
財務分析人員,一般服務業,35000,38500,42000,45500,49000,金融保險_財會_稽核,財務分析人員
財務分析人員,餐飲╱住宿服務,28000,30800,33600,36400,39200,金融保險_財會_稽核,財務分析人員
財務分析人員,大眾傳播相關,44000,48400,52800,57200,61600,金融保險_財會_稽核,財務分析人員
財務分析人員,批發╱零售,50000,55000,60000,65000,70000,金融保險_財會_稽核,財務分析人員
財務／會計主管,電子科技╱資訊╱軟體╱半導體,60000,66000,72000,78000,84000,金融保險_財會_稽核,財務／會計主管
財務／會計主管,一般傳統製造,50000,55000,60000,65000,70000,金融保險_財會_稽核,財務／會計主管
財務／會計主管,礦業╱土石能源採取,37000,40700,44400,48100,51800,金融保險_財會_稽核,財務／會計主管
財務／會計主管,政治╱宗教╱社福,40000,44000,48000,52000,56000,金融保險_財會_稽核,財務／會計主管
財務／會計主管,金融投顧╱保險相關,55000,60500,66000,71500,77000,金融保險_財會_稽核,財務／會計主管
財務／會計主管,法律╱會計╱顧問╱研發╱設計,45000,49500,54000,58500,63000,金融保險_財會_稽核,財務／會計主管
財務／會計主管,運輸物流╱倉儲╱貿易,45000,49500,54000,58500,63000,金融保險_財會_稽核,財務／會計主管
財務／會計主管,建築營造╱不動產相關,48000,52800,57600,62400,67200,金融保險_財會_稽核,財務／會計主管
財務／會計主管,醫療照護╱環境衛生,50000,55000,60000,65000,70000,金融保險_財會_稽核,財務／會計主管
財務／會計主管,農林漁牧╱水電資源,58500,64400,70200,76100,81900,金融保險_財會_稽核,財務／會計主管
財務／會計主管,一般服務業,39000,42900,46800,50700,54600,金融保險_財會_稽核,財務／會計主管
財務／會計主管,旅遊╱休閒╱運動,47000,51700,56400,61100,65800,金融保險_財會_稽核,財務／會計主管
財務／會計主管,餐飲╱住宿服務,45000,49500,54000,58500,63000,金融保險_財會_稽核,財務／會計主管
財務／會計主管,大眾傳播相關,57500,63300,69000,74800,80500,金融保險_財會_稽核,財務／會計主管
財務／會計主管,教育╱出版╱藝文相關,50000,55000,60000,65000,70000,金融保險_財會_稽核,財務／會計主管
財務／會計主管,批發╱零售,47300,52000,56700,61500,66200,金融保險_財會_稽核,財務／會計主管
財務／會計助理,電子科技╱資訊╱軟體╱半導體,30000,33000,36000,39000,42000,金融保險_財會_稽核,財務／會計助理
財務／會計助理,一般傳統製造,29000,31900,34800,37700,40600,金融保險_財會_稽核,財務／會計助理
財務／會計助理,礦業╱土石能源採取,30000,33000,36000,39000,42000,金融保險_財會_稽核,財務／會計助理
財務／會計助理,政治╱宗教╱社福,30000,33000,36000,39000,42000,金融保險_財會_稽核,財務／會計助理
財務／會計助理,金融投顧╱保險相關,30000,33000,36000,39000,42000,金融保險_財會_稽核,財務／會計助理
財務／會計助理,法律╱會計╱顧問╱研發╱設計,28000,30800,33600,36400,39200,金融保險_財會_稽核,財務／會計助理
財務／會計助理,運輸物流╱倉儲╱貿易,30000,33000,36000,39000,42000,金融保險_財會_稽核,財務／會計助理
財務／會計助理,建築營造╱不動產相關,30000,33000,36000,39000,42000,金融保險_財會_稽核,財務／會計助理
財務／會計助理,醫療照護╱環境衛生,30000,33000,36000,39000,42000,金融保險_財會_稽核,財務／會計助理
財務／會計助理,農林漁牧╱水電資源,28000,30800,33600,36400,39200,金融保險_財會_稽核,財務／會計助理
財務／會計助理,一般服務業,30000,33000,36000,39000,42000,金融保險_財會_稽核,財務／會計助理
財務／會計助理,旅遊╱休閒╱運動,28000,30800,33600,36400,39200,金融保險_財會_稽核,財務／會計助理
財務／會計助理,餐飲╱住宿服務,30000,33000,36000,39000,42000,金融保險_財會_稽核,財務／會計助理
財務／會計助理,大眾傳播相關,30000,33000,36000,39000,42000,金融保險_財會_稽核,財務／會計助理
財務／會計助理,教育╱出版╱藝文相關,31600,34700,37900,41000,44200,金融保險_財會_稽核,財務／會計助理
財務／會計助理,批發╱零售,29000,31900,34800,37700,40600,金融保險_財會_稽核,財務／會計助理
金融專業主管,電子科技╱資訊╱軟體╱半導體,40000,44000,48000,52000,56000,金融保險_財會_稽核,金融專業主管
金融專業主管,一般傳統製造,45000,49500,54000,58500,63000,金融保險_財會_稽核,金融專業主管
金融專業主管,礦業╱土石能源採取,30000,33000,36000,39000,42000,金融保險_財會_稽核,金融專業主管
金融專業主管,金融投顧╱保險相關,56000,61600,67200,72800,78400,金融保險_財會_稽核,金融專業主管
金融專業主管,法律╱會計╱顧問╱研發╱設計,76000,83600,91200,98800,106400,金融保險_財會_稽核,金融專業主管
金融專業主管,運輸物流╱倉儲╱貿易,35000,38500,42000,45500,49000,金融保險_財會_稽核,金融專業主管
金融專業主管,建築營造╱不動產相關,38000,41800,45600,49400,53200,金融保險_財會_稽核,金融專業主管
金融專業主管,一般服務業,32900,36200,39500,42800,46100,金融保險_財會_稽核,金融專業主管
金融專業主管,餐飲╱住宿服務,35000,38500,42000,45500,49000,金融保險_財會_稽核,金融專業主管
金融專業主管,大眾傳播相關,35000,38500,42000,45500,49000,金融保險_財會_稽核,金融專業主管
金融專業主管,批發╱零售,700000,770000,840000,910000,980000,金融保險_財會_稽核,金融專業主管
金融營業人員,電子科技╱資訊╱軟體╱半導體,38500,42400,46200,50100,53900,金融保險_財會_稽核,金融營業人員
金融營業人員,一般傳統製造,42000,46200,50400,54600,58800,金融保險_財會_稽核,金融營業人員
金融營業人員,政治╱宗教╱社福,32400,35700,38900,42200,45400,金融保險_財會_稽核,金融營業人員
金融營業人員,金融投顧╱保險相關,35000,38500,42000,45500,49000,金融保險_財會_稽核,金融營業人員
金融營業人員,運輸物流╱倉儲╱貿易,31300,34400,37600,40700,43800,金融保險_財會_稽核,金融營業人員
金融營業人員,建築營造╱不動產相關,40000,44000,48000,52000,56000,金融保險_財會_稽核,金融營業人員
金融營業人員,一般服務業,26000,28600,31200,33800,36400,金融保險_財會_稽核,金融營業人員
金融營業人員,批發╱零售,25000,27500,30000,32500,35000,金融保險_財會_稽核,金融營業人員
金融研究人員,電子科技╱資訊╱軟體╱半導體,35000,38500,42000,45500,49000,金融保險_財會_稽核,金融研究人員
金融研究人員,政治╱宗教╱社福,35000,38500,42000,45500,49000,金融保險_財會_稽核,金融研究人員
金融研究人員,金融投顧╱保險相關,45000,49500,54000,58500,63000,金融保險_財會_稽核,金融研究人員
金融研究人員,法律╱會計╱顧問╱研發╱設計,40500,44600,48600,52700,56700,金融保險_財會_稽核,金融研究人員
金融研究人員,一般服務業,36000,39600,43200,46800,50400,金融保險_財會_稽核,金融研究人員
金融研究人員,教育╱出版╱藝文相關,58200,64000,69800,75600,81400,金融保險_財會_稽核,金融研究人員
銀行辦事人員,一般傳統製造,26500,29200,31800,34500,37100,金融保險_財會_稽核,銀行辦事人員
銀行辦事人員,政治╱宗教╱社福,35000,38500,42000,45500,49000,金融保險_財會_稽核,銀行辦事人員
銀行辦事人員,金融投顧╱保險相關,35000,38500,42000,45500,49000,金融保險_財會_稽核,銀行辦事人員
銀行辦事人員,法律╱會計╱顧問╱研發╱設計,30000,33000,36000,39000,42000,金融保險_財會_稽核,銀行辦事人員
銀行辦事人員,運輸物流╱倉儲╱貿易,36000,39600,43200,46800,50400,金融保險_財會_稽核,銀行辦事人員
銀行辦事人員,建築營造╱不動產相關,35000,38500,42000,45500,49000,金融保險_財會_稽核,銀行辦事人員
銀行辦事人員,農林漁牧╱水電資源,31000,34100,37200,40300,43400,金融保險_財會_稽核,銀行辦事人員
銀行辦事人員,一般服務業,38000,41800,45600,49400,53200,金融保險_財會_稽核,銀行辦事人員
銀行辦事人員,旅遊╱休閒╱運動,40000,44000,48000,52000,56000,金融保險_財會_稽核,銀行辦事人員
銀行辦事人員,餐飲╱住宿服務,39000,42900,46800,50700,54600,金融保險_財會_稽核,銀行辦事人員
APP工程師,醫療照護╱環境衛生,42400,46600,50800,55000,59300,電腦系統_資訊_軟硬體,APP工程師
APP工程師,運輸物流╱倉儲╱貿易,46500,51200,55800,60500,65100,電腦系統_資訊_軟硬體,APP工程師
APP工程師,建築營造╱不動產相關,32000,35200,38400,41600,44800,電腦系統_資訊_軟硬體,APP工程師
APP工程師,大眾傳播相關,50000,55000,60000,65000,70000,電腦系統_資訊_軟硬體,APP工程師
APP工程師,教育╱出版╱藝文相關,48100,52900,57700,62500,67300,電腦系統_資訊_軟硬體,APP工程師
APP工程師,旅遊╱休閒╱運動,65000,71500,78000,84500,91000,電腦系統_資訊_軟硬體,APP工程師
APP工程師,電子科技╱資訊╱軟體╱半導體,48000,52800,57600,62400,67200,電腦系統_資訊_軟硬體,APP工程師
BIOS工程師,電子科技╱資訊╱軟體╱半導體,48500,53400,58200,63100,67900,電腦系統_資訊_軟硬體,BIOS工程師
CIM工程師,電子科技╱資訊╱軟體╱半導體,42000,46200,50400,54600,58800,電腦系統_資訊_軟硬體,CIM工程師
CIM工程師,一般傳統製造,51000,56100,61200,66300,71400,電腦系統_資訊_軟硬體,CIM工程師
CIM工程師,運輸物流╱倉儲╱貿易,38000,41800,45600,49400,53200,電腦系統_資訊_軟硬體,CIM工程師
DevOps工程師,電子科技╱資訊╱軟體╱半導體,78000,85800,93600,101400,109200,電腦系統_資訊_軟硬體,DevOps工程師
MES工程師,電子科技╱資訊╱軟體╱半導體,44000,48400,52800,57200,61600,電腦系統_資訊_軟硬體,MES工程師
MES工程師,一般傳統製造,40000,44000,48000,52000,56000,電腦系統_資訊_軟硬體,MES工程師
MIS工程師,電子科技╱資訊╱軟體╱半導體,36000,39600,43200,46800,50400,電腦系統_資訊_軟硬體,MIS工程師
MIS工程師,一般傳統製造,37900,41700,45500,49300,53100,電腦系統_資訊_軟硬體,MIS工程師
MIS工程師,礦業╱土石能源採取,45000,49500,54000,58500,63000,電腦系統_資訊_軟硬體,MIS工程師
MIS工程師,政治╱宗教╱社福,40000,44000,48000,52000,56000,電腦系統_資訊_軟硬體,MIS工程師
MIS工程師,金融投顧╱保險相關,41000,45100,49200,53300,57400,電腦系統_資訊_軟硬體,MIS工程師
MIS工程師,法律╱會計╱顧問╱研發╱設計,41000,45100,49200,53300,57400,電腦系統_資訊_軟硬體,MIS工程師
MIS工程師,運輸物流╱倉儲╱貿易,40000,44000,48000,52000,56000,電腦系統_資訊_軟硬體,MIS工程師
MIS工程師,建築營造╱不動產相關,40000,44000,48000,52000,56000,電腦系統_資訊_軟硬體,MIS工程師
MIS工程師,醫療照護╱環境衛生,40000,44000,48000,52000,56000,電腦系統_資訊_軟硬體,MIS工程師
MIS工程師,農林漁牧╱水電資源,37500,41300,45000,48800,52500,電腦系統_資訊_軟硬體,MIS工程師
MIS工程師,一般服務業,35000,38500,42000,45500,49000,電腦系統_資訊_軟硬體,MIS工程師
MIS工程師,旅遊╱休閒╱運動,35000,38500,42000,45500,49000,電腦系統_資訊_軟硬體,MIS工程師
MIS工程師,餐飲╱住宿服務,38500,42400,46200,50100,53900,電腦系統_資訊_軟硬體,MIS工程師
MIS工程師,大眾傳播相關,39100,43000,46900,50800,54700,電腦系統_資訊_軟硬體,MIS工程師
MIS工程師,教育╱出版╱藝文相關,35500,39100,42600,46200,49700,電腦系統_資訊_軟硬體,MIS工程師
MIS工程師,批發╱零售,39500,43500,47400,51400,55300,電腦系統_資訊_軟硬體,MIS工程師
MIS／網管主管,電子科技╱資訊╱軟體╱半導體,52500,57800,63000,68300,73500,電腦系統_資訊_軟硬體,MIS／網管主管
MIS／網管主管,一般傳統製造,50000,55000,60000,65000,70000,電腦系統_資訊_軟硬體,MIS／網管主管
MIS／網管主管,政治╱宗教╱社福,38500,42400,46200,50100,53900,電腦系統_資訊_軟硬體,MIS／網管主管
MIS／網管主管,金融投顧╱保險相關,49000,53900,58800,63700,68600,電腦系統_資訊_軟硬體,MIS／網管主管
MIS／網管主管,法律╱會計╱顧問╱研發╱設計,55000,60500,66000,71500,77000,電腦系統_資訊_軟硬體,MIS／網管主管
MIS／網管主管,運輸物流╱倉儲╱貿易,62500,68800,75000,81300,87500,電腦系統_資訊_軟硬體,MIS／網管主管
MIS／網管主管,建築營造╱不動產相關,46000,50600,55200,59800,64400,電腦系統_資訊_軟硬體,MIS／網管主管
MIS／網管主管,醫療照護╱環境衛生,48000,52800,57600,62400,67200,電腦系統_資訊_軟硬體,MIS／網管主管
MIS／網管主管,農林漁牧╱水電資源,52000,57200,62400,67600,72800,電腦系統_資訊_軟硬體,MIS／網管主管
MIS／網管主管,一般服務業,42500,46800,51000,55300,59500,電腦系統_資訊_軟硬體,MIS／網管主管
MIS／網管主管,旅遊╱休閒╱運動,43000,47300,51600,55900,60200,電腦系統_資訊_軟硬體,MIS／網管主管
MIS／網管主管,餐飲╱住宿服務,45000,49500,54000,58500,63000,電腦系統_資訊_軟硬體,MIS／網管主管
MIS／網管主管,大眾傳播相關,64000,70400,76800,83200,89600,電腦系統_資訊_軟硬體,MIS／網管主管
MIS／網管主管,教育╱出版╱藝文相關,45000,49500,54000,58500,63000,電腦系統_資訊_軟硬體,MIS／網管主管
MIS／網管主管,批發╱零售,50000,55000,60000,65000,70000,電腦系統_資訊_軟硬體,MIS／網管主管
全端工程師,一般傳統製造,46000,50600,55200,59800,64400,電腦系統_資訊_軟硬體,全端工程師
全端工程師,電子科技╱資訊╱軟體╱半導體,45000,49500,54000,58500,63000,電腦系統_資訊_軟硬體,全端工程師
全端工程師,批發╱零售,38400,42300,46100,50000,53800,電腦系統_資訊_軟硬體,全端工程師
全端工程師,政治╱宗教╱社福,28000,30800,33600,36400,39200,電腦系統_資訊_軟硬體,全端工程師
全端工程師,金融投顧╱保險相關,57500,63300,69000,74800,80500,電腦系統_資訊_軟硬體,全端工程師
全端工程師,法律╱會計╱顧問╱研發╱設計,45000,49500,54000,58500,63000,電腦系統_資訊_軟硬體,全端工程師
全端工程師,運輸物流╱倉儲╱貿易,43000,47300,51600,55900,60200,電腦系統_資訊_軟硬體,全端工程師
全端工程師,建築營造╱不動產相關,35000,38500,42000,45500,49000,電腦系統_資訊_軟硬體,全端工程師
全端工程師,一般服務業,31100,34300,37400,40500,43600,電腦系統_資訊_軟硬體,全端工程師
全端工程師,教育╱出版╱藝文相關,44400,48800,53300,57700,62200,電腦系統_資訊_軟硬體,全端工程師
前端工程師,批發╱零售,39000,42900,46800,50700,54600,電腦系統_資訊_軟硬體,前端工程師
前端工程師,電子科技╱資訊╱軟體╱半導體,43000,47300,51600,55900,60200,電腦系統_資訊_軟硬體,前端工程師
前端工程師,一般傳統製造,31500,34700,37800,41000,44100,電腦系統_資訊_軟硬體,前端工程師
前端工程師,金融投顧╱保險相關,62500,68800,75000,81300,87500,電腦系統_資訊_軟硬體,前端工程師
前端工程師,法律╱會計╱顧問╱研發╱設計,40000,44000,48000,52000,56000,電腦系統_資訊_軟硬體,前端工程師
前端工程師,醫療照護╱環境衛生,45000,49500,54000,58500,63000,電腦系統_資訊_軟硬體,前端工程師
前端工程師,一般服務業,40000,44000,48000,52000,56000,電腦系統_資訊_軟硬體,前端工程師
前端工程師,大眾傳播相關,35000,38500,42000,45500,49000,電腦系統_資訊_軟硬體,前端工程師
前端工程師,教育╱出版╱藝文相關,40000,44000,47900,51900,55900,電腦系統_資訊_軟硬體,前端工程師
助理工程師,電子科技╱資訊╱軟體╱半導體,32000,35200,38400,41600,44800,電腦系統_資訊_軟硬體,助理工程師
助理工程師,一般傳統製造,33000,36300,39600,42900,46200,電腦系統_資訊_軟硬體,助理工程師
助理工程師,政治╱宗教╱社福,41800,46000,50200,54400,58500,電腦系統_資訊_軟硬體,助理工程師
助理工程師,金融投顧╱保險相關,35000,38500,42000,45500,49000,電腦系統_資訊_軟硬體,助理工程師
助理工程師,法律╱會計╱顧問╱研發╱設計,32000,35200,38400,41600,44800,電腦系統_資訊_軟硬體,助理工程師
助理工程師,運輸物流╱倉儲╱貿易,50000,55000,60000,65000,70000,電腦系統_資訊_軟硬體,助理工程師
助理工程師,建築營造╱不動產相關,33000,36300,39600,42900,46200,電腦系統_資訊_軟硬體,助理工程師
助理工程師,醫療照護╱環境衛生,32000,35200,38400,41600,44800,電腦系統_資訊_軟硬體,助理工程師
助理工程師,農林漁牧╱水電資源,33000,36300,39600,42900,46200,電腦系統_資訊_軟硬體,助理工程師
助理工程師,一般服務業,31500,34700,37800,41000,44100,電腦系統_資訊_軟硬體,助理工程師
助理工程師,旅遊╱休閒╱運動,38000,41800,45600,49400,53200,電腦系統_資訊_軟硬體,助理工程師
助理工程師,餐飲╱住宿服務,28500,31400,34200,37100,39900,電腦系統_資訊_軟硬體,助理工程師
助理工程師,大眾傳播相關,35000,38500,42000,45500,49000,電腦系統_資訊_軟硬體,助理工程師
助理工程師,教育╱出版╱藝文相關,36900,40600,44300,48000,51700,電腦系統_資訊_軟硬體,助理工程師
助理工程師,批發╱零售,31000,34100,37200,40300,43400,電腦系統_資訊_軟硬體,助理工程師
區塊鏈工程師,電子科技╱資訊╱軟體╱半導體,47000,51700,56400,61100,65800,電腦系統_資訊_軟硬體,區塊鏈工程師
